,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
75,75,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/woman-daughter-killed-in-cumilla-road-crash/57762,"Woman, daughter killed in Cumilla road crash","September 21, 2020","The deceased were identified as Kulsum Akter, 37, wife of Ershad Bhuiya and their daughter Shahinur Akter, 3 of Saicharpara village in Debidwar upazila.The accident took place around 3 pm when the bus of ‘Janata Paribahan’ hit a motorbike carrying four members of a family, leaving the duo dead and two others injured.Injured Ershad Bhuiya, 47 and their another daughter Mahinur Akter, 7 were taken to a local hospital."
76,76,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-city-road-crash/57748,Motorcyclist killed in city road crash,"September 21, 2020","The deceased was identified as Ilius Bhuiyan, 45, son of Abul Kashem of Sadekpur village in Brahmanbaria Sadar upazila.Md Bacchu Miah, inspector of Dhaka Medical College Hospital police outpost, said that the accident took place in the area after 12am as the truck hit the vehicle, leaving the duo critically injured.They were taken to DMCH where doctors pronounced Ilius dead.Accidents on roads, railways and waterways killed at least 553 people and injured 669 others last month, according to passengers’ welfare body Bangladesh Jatri Kalyan Samity."
77,77,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/four-killed-20-injured-in-magura-road-accident/57612,"Four killed, 20 injured in Magura road accident","September 18, 2020","Police could not immediately confirm identities of the deceased.Officer-in-Charge of Magura Police Station Joynal Abedin said a bus of Shohagh Paribahan collided head-on with a Khulna-bound bus of Chakladar Paribahan at 1:30pm leaving three people dead on the spot.Another man died after being taken to the hospital, the OC said.After the accident, the Chakladar Paribahan bus plunged into a roadside ditch as another bus of Highest Paribahan hit it from behind, he said.Vehicular movement remained suspended for two hours after the accident, the OC said, adding that the injured were admitted to the Sadar Hospital.Police seized the three vehicles but their drivers are on the run, he added.At least 459 people were killed and 618 others injured in 388 road accidents last month, according to a report prepared by Bangladesh Jatri Kalyan Samity.According to it, motorcycles were responsible for 28.98 percent of the accidents, trucks and covered vans 21.61 percent, buses 16.12 percent, auto-rickshaws 8.74 percent, battery-run rickshaws and easy bikes 9.77 percent, human hauler 7.71 percent and jeep and microbus 7.03 percent."
78,78,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-guards-of-panchagarh-dist-jail-killed-in-road-crash/57514,Two guards of Panchagarh dist jail killed in road crash,"September 16, 2020","The deceased are Mehedi Hasan Moon, 22, son of Abdul Momin of Parbotipur in Dinajpur and Utpal Chandra Roy, 22, son of Satyendranath Roy of Pirganj in Thakurgaon.Sub-Inspector of Panchagarh Police Station Kaiyum Ali said a tractor crashed into the motorbike carrying the duo when they were going to Panchagarh, killing them on the spot.The bodies were sent to Sadar Hospital for autopsy, he said."
79,79,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/accidents-killed-553-in-august/57496,Accidents killed 553 in August,"September 16, 2020","Of these, 388 road accidents left 459 people dead and 618 injured, according to a monitoring cell report of the association.Besides, 14 people were killed and three others injured in 15 railway accidents.During this period, 41 accidents on waterways claimed the lives of 80 people and injured 52. Thirty-one more remain missing.The Samity prepared its report after reviewing media reports published in different newspapers.Md Mozammel Haque Chowdhury, general secretary of the association, who presented the report, blamed dilapidated road condition caused by recent flood and plying of human haulers on highways and roads for the accidents.He said motorcycles and reckless driving also put road safety at risk.Mozammel also stressed the need for modernisation of the traffic system and removing unfit vehicles for ensuring road safety.Motorcycles were responsible for 28.98 percent of the accidents, trucks and covered vans 21.61 percent, buses 16.12 percent, auto-rickshaws 8.74 percent, battery-run ruckshaws and easy bikes 9.77 percent, human hauler 7.71 percent and jeep and microbus 7.03 percent, according to the report."
80,80,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/4-of-a-family-among-6-killed-in-barishal-road-crash/57161,4 of a family among 6 killed in Barishal road crash,"September 09, 2020","The deceased were identified as Arif Hossain, 40, his mother Kohinur Begum, 60, his wife Sheuly Begum, 35, his brother Md Kaiyum, 38, and ambulance drive Md Alamgir Hossain, 38. The Identity of another deceased could not be known immediately.The family was returning from Dhaka with the body of their three-day old daughter who died in a Dhaka hospital in the morning, police said.Witnesses said while the Jhalakathi- bound ambulance was returning from Dhaka a covered-van of Gazi Rice Mills collided with it, leaving six people dead.After colliding with the ambulance the covered-van instantly hit another covered-van that was running behind it, witnesses said.Officer-in-Charge of Wazirpur Police Station Ziaul Ahsan said they recovered six bodies from the spot and all of them were the passengers of the ambulance.Local Fire Service and Civil Defence and police operated the rescue operation.The covered van driver managed to flee the spot."
81,81,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/three-killed-in-nababganj-road-crash/56941,Three killed in Nababganj road crash,"September 05, 2020","Identities of the deceased could not be known immediately.Sub-Inspector Md Mohidul Islam of Nababganj Police Station said a Dhaka-bound bus hit an auto-rickshaw killing two on the spot and injuring another severely.After being taken to Upazila Health Complex, the injured woman was declared dead by the doctors, he said.Police seized the bus but its driver and his assistant fled, said the SI."
82,82,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/woman-grandson-killed-in-sylhet-road-accident/56908,"Woman, grandson killed in Sylhet road accident","September 03, 2020","The deceased were identified as Bibijan, 65, of Daudpur Gangpar village, and Rahat, 7, her grandson. Sahabul Hossain, officer-in-charge of Mogla Bazar Police Station, said the accident took place around 6:30pm when they were trying to cross a road.They were crushed under the wheels of a speeding bus, he said, adding that police rescued and sent the bodies to Sylhet MAG Osmani Medical College Hospital.Bangladesh witnessed a sharp rise in the number of road crashes and casualties in August.According to a report compiled by Road Safety Foundation, a total of 379 people lost their lives on the country’s perilous roads in 302 accidents in August, up from 356 lives lost in 293 accidents in July."
83,83,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/teen-worker-killed-in-city-road-crash/56706,Teen worker killed in city road crash,"August 30, 2020","The deceased was identified as Md Apan, 18, son of Badsha Mia of Nilphamari.Bachchu Bhuiyan, in-charge of Dhaka Medical College Hospital (DMCH) police out-post said Apan and other workers were cleaning the road after putting plastic barricades on the road in front of the Postogola toll plaza.A private car hit Apan after ramming the barricade leaving him severely injured, he said.After being taken to the DMCH, doctors declared him dead, Bhuiyan stated. The body was sent to morgue for autopsy, he said."
84,84,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-schoolboys-killed-in-chattogram-road-crash/56705,Two schoolboys killed in Chattogram road crash,"August 30, 2020","The deceased were identified as Sirajul Islam, 16, a sixth grader of Kurangiri High School and son of Md Belal and Arman Hossain, 15, a fifth grader of Mohsena Primary School and son of Ilias Hossain.Officer-in-Charge of Patiya highway police Bimal Chandra Bhowmik said the students were riding by-cycle while a vehicle hit them.Doctor declared them dead after being taken to the hospital, he said. Drive is underway to spot the vehicle and its driver, OC said."
85,85,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/gopalganj-road-crash-leaves-five-dead/56660,Gopalganj road crash leaves five dead,"August 29, 2020","Three of the deceased were identified as Lal Mia, 27, Bahar Uddin, 40, Jakaria, 30, while the identities of the others could not be known. Officer-in-charge of Gopalganj Police Station Md Harunur Rashid said a Beanibazar bound bus crashed into the auto-rickshaw, leaving two people dead on the spot in the morning.Another died on the way to hospital and other two after their admission to Sylhet MAG Osmani Medical College Hospital.The deceased also include a 12 years old child, the OC said."
86,86,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/mymensingh-road-crashes-leave-8-dead/56341,Mymensingh road crashes leave 8 dead,"August 22, 2020","Six people were killed as a bus rammed a private car on Dhaka-Mymensingh highway in front of Bhaluka Degree College in the morning.The victims included two women and a minor child.However, the details about the deceased could not be known yet.Officer-in-charge of Bhaluka, said the Dhaka-bound bus of ‘Imam Paribahan’ hit the private car while the bus was taking u-turn around 7:45 am, leaving the six people dead on the spot.On information, police and fire service members recovered the bodies.Meanwhile, two cattle traders Saidul, 42, and Mostakim, hailing from Pakundia upazila of Kishoreganj district, were killed as a truck hit another one in Jashora area of Nandail upazila around 6am.Monsur Ahmed, officer-in-charge of Nandail Police Station, said the accident took place when the cattle- laden truck from Roumari hit another stationary truck on Mymensingh-Kishoreganj regional road, leaving one dead on the spot and another injured.The injured died on the way to Mymensingh Medical College Hospital."
87,87,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/8-of-a-family-killed-in-mymensingh-road-crash/56162,8 of a family killed in Mymensingh road crash,"August 18, 2020","The identities of the deceased could not be known yet.Emarat Hossain Gazi, officer-in-charge of Phulpur Police Station, said that the Sherpur-bound microbus carrying 14 passengers skidded off the road and fell into the pond as the driver lost control over the steering.On information, police and fire service members rushed to the spot and recovered the bodies.The OC said that the victims were members of the same family. A total of 8,543 people were killed and 14,318 others injured in 6,210 road, railway and waterway accidents across the country last year, according to Bangladesh Jatri Kalyan Samity, a passengers’ welfare organisation."
88,88,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-accidents-kill-242-during-eid-holidays-report/55761,Road accidents kill 242 during Eid holidays: Report,"August 09, 2020","Passengers’ welfare association Jatri Kalyan Samity came up with the figure in the Road Accident Report-2020, published at a press conference at Dhaka Reporters Unity Sunday noon.Md Mojammel Haque Chowdhury, general secretary of the Samity, said accidents didn’t decrease on roads though Eid rushes were on a limited scale from July 26 to August 7. Including the casualties on rail and waterways, the death toll stood at 317 while the number of injured is 370 from 238 accidents.The samity observed that movement of private and light vehicles saw a remarkable increase as public transports were allowed to run on a limited scale amid the coronavirus pandemic, which finally led to an increase in accidents and deaths in private transports.The water-routes witnessed 74 deaths, 39 injuries, and 17 missing cases during the period while the rail routes recorded a single death in four accidents. Accidents related to motorcycles consist of 43.78 percent of the total accidents while 52.23 percent of the accidents involved heavy vehicles. “If these two kinds of accidents are avoided, 96.01 percent of the total accidents can be controlled,” the report added. The report was prepared by the members of the Road Accident Monitoring Cell of the watchdog with the help of media reports.To improve the situation, Mojammel suggested increasing the number of buses on the highways.“It's important to train the drivers of private vehicles, ensure transparency and accountability of the Traffic Division including the regulatory body BRTA, control small vehicles and increase public transport,” he said addressing the issues. BUET Assistant Professor Kazi Saifun Newaz, Editors Forum President Mizanur Rahman Chowdhury, among others, were present at the occasion."
89,89,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crash-leaves-six-people-dead-in-chuadanga/55700,Road crash leaves six people dead in Chuadanga,"August 08, 2020","The deceased were identified as Soshthi, 40, son of Nitai Hawlader of Badu Bhandardoh village, Molin Ali, 40, son of Mahatab Uddin of Kharaghoda village, Raju, 38, son of Niyat Ali of Tatidah village, Sharif Hossain, 45, son of Rahim Mallick, Sohag, 25, son of Nuta Mandal and Kalu, son of Haidar Ali of Sadar upazila.Abu Zahid Fakhrul Alam, officer-in-charge of Sadar Police Station, said that the accident took place around 6am as Meherpur-bound ‘Royal Paribahan’ bus from Chattagram crashed into the stationary the vehicles, leaving the six people dead on the spot and 10 people injured.Police arrested the bus driver and seized the bus.Among the victims, five were day-labourers.Abdus Salam, deputy director of Chuadanga fire service and civil defense, said that primarily it is suspected that reckless bus driving was behind the accident.Meanwhile, deputy commissioner Nazrul Islam Sarker provided Tk 20,000 to the families of each victim.The injured were admitted to Chuadanga Sadar Hospital, said Doctor Shamim Kabir, residential medical officer of Sadar Hospital."
90,90,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/mountaineer-killed-in-city-road-crash/55679,Mountaineer killed in city road crash,"August 07, 2020","The deceased was identified as Reshma Nahar Ratna, 34, a mountaineer and teacher of Ayub Ali Govt Primary School.Officer-in-charge of Sher-e-Bangla Nagar Police Station Abul Kalam Azad said she was cycling on the road at 8:50am when a black microbus hit her.After being taken to the hospital doctors declared her dead, he said.“We are trying to trace the microbus,” the OC said, adding that the body has been sent to morgue for autopsy."
91,91,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-on-mayor-hanif-flyover/55639,Motorcyclist killed on Mayor Hanif flyover,"August 06, 2020","The victim was identified as Mohammed Raju miah, 30, and the injured Md Arif, 35. Quoting witnesses, police said the accident took place around 1:30pm when the motorcycle heading towards Dhaka from Chattragram, was hit by a passenger bus from behind. Arif, who was driving the motorcycle, and pillion rider Raju fell on the ground. The bus also ran over them. Both of them were rushed to Dhaka Medical College Hospital were Raju was pronounced dead. Arif is undergoing treatment at the hospital. Arif told reporters at the hospital that he and his friend Raju were going to Agargaon Taltola from Chittagong road when the accident took place. Assistant Sub-Inspector Abdul Khan of the DMCH police camp said the body was kept at the morgue for autopsy."
92,92,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-habiganj-road-crash/55556,2 killed in Habiganj road crash,"August 04, 2020","The deceased were identified as Awal Mia, 45 and Chan Mia, 25 of Nijgaon village in the upazila.The accident took place around 11 am when a ‘Adnan and Arida Paribahan’ bus hit a Sylhet-bound bus of ‘Raja and Sons’ as its driver lost control over the steering, leaving the duo dead on the spot, said Toufiqul Islam Toufik, officer-in-charge of Shayestaganj highway police.The injured were taken to a local hospital. Police seized the bus."
93,93,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/three-killed-in-chandpur-road-crash/55345,Three killed in Chandpur road crash,"July 29, 2020","The deceased were identified as auto-rickshaw driver Monir Hossain, 45, and Gunodhar Chakraborty, 70, and Hari Chandra Chakraborty, 55.Officer-in-Charge of Shahrasti Police Station Shah Alam said the accident occurred at 1 pm when the Chandpur -bound bus of Padma Paribahan collided with the Cumilla bound auto-rickshaw, killing three people on the spot. The bodies were handed over to their families considering their request, the OC said.The injured were admitted to a local hospital, he added."
94,94,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/4-day-labourers-killed-in-bogura-road-crash/55140,4 day labourers killed in Bogura road crash,"July 25, 2020","Three of the deceased were identified as—Rashidul Islam, 50, of Khamarkandi village, Abu Zafor, 45, resident of Telahira village in sadar upazila, and Azgar Ali, 45, hailing from Gaibandha.Humayun Kabir, officer-in-charge of Bogura Sadar Police Station, said that the accident took place around 6:30am when the speedy vehicle ran over a group of day labourer while they were sitting beside the road near Sadar Upazila Parishad in search of work, leaving three dead on the spot and three others injured.Among the injured, one died at Bogura Shaheed Ziaur Rahman Medical College Hospital."
95,95,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/coxs-bazar-road-crash-leaves-6-dead/55039,Cox’s Bazar road crash leaves 6 dead,"July 22, 2020","Four of the deceased are—Badiul Alam, 50, a resident of Harbang Nun Bazar area, Foraz Ahmed, 32, of Konakhali of the upazila, Amin. 48, a resident Lama upazila in Bandarban, and Minar Uddin, 23, of Amirabad area of Lohagara upazila of Chattogram district.Md Anisur Rahman, in-charge of Chiringha Highway Police Outpost, said that the accident took place on Chattogram-Cox’s Bazar highway when the covered van collided with the human hauler ( locally named as Charpoka), leaving six passengers of the human hauler dead on the spot and four others injured.After the collision, both the vehicles fell into a roadside ditch.On information, Police recovered the bodies.Besides, the injured were sent to Chattogram Medical College Hospital."
96,96,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crash-fatalities-jumped-57pc-in-june-jatri-kalyan-samity/54515,Road crash fatalities jumped 57pc in June: Jatri Kalyan Samity,"July 12, 2020","The report was published after analysing accident reports published in the country's national and regional dailies and online media. Among those killed in road accidents in June, 162 were drivers, 125 transport workers, 113 pedestrians, 62 women, 57 law enforcement members, 28 children, 23 students, 11 political leaders and seven teachers, a doctor, a freedom fighter, and an engineer. The statistics show that 48.6 percent of the total accidents in June were on regional highways, 31.56 percent on national highways and 13.96 percent on feeder roads. Besides, 2.79 percent of the total accidents in the country occurred in the capital city, 1.95 percent in Chattogram city and 1.12 percent in rail crossings. Compared to May, the number of road accidents has increased by 56.14 percent, deaths by 57.34 percent and injuries by 43.82 percent in June. The association has complained that the number of road accidents and deaths is increasing due to irregularities, corruption and lack of accountability of the agencies responsible for road safety. It also called for modernisation of the traffic system, licensing and fitness of vehicles to keep pace with the developed world. A total of 8,543 people were killed and 14,318 others injured in 6,210 road, railway and waterway accidents across the country last year, according the association."
97,97,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-crash-leaves-one-dead-in-city/54463,Road crash leaves one dead in city,"July 11, 2020","The victim was identified as Abul Hossain, a store keeper of an engineering company and a resident of Uttara area.Witnesses said the accident took place at 11:30 am when he was crossing a road near Setu Bhaban.A running vehicle hit him and fled, leaving him in a pool of blood, said Shipo, an office colleague of the victim.Abul Hossain was rushed to Dhaka Medical College Hospital where he was declared dead around 12:30 pm, he said.The body has been kept at the hospital morgue for autopsy, said Dhaka Medical College Hospital police outpost in-charge inspector Md Bachchu Mia."
98,98,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/couple-killed-in-cumilla-road-crash/54448,Couple killed in Cumilla road crash,"July 11, 2020","The deceased were identified as Abu Taher, 70 and his wife Zobeda Khatun, 55 of Kotna village in Fatehabad union of the upazila.Jahirul Anwar, officer-in-charge of Debidwar Police Station, said that the accident took place at night when a goods-laden truck hit a CNG-run auto rickshaw, leaving the couple dead on the spot and four other passengers injured.The injured were admitted to Comilla Medical College Hospital."
99,99,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/three-of-a-family-killed-in-cumilla-road-crash/54232,Three of a family killed in Cumilla road crash,"July 07, 2020",
100,100,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/bicyclist-killed-in-banani-road-crash/54164,Bicyclist killed in Banani road crash,"July 06, 2020","The deceased was identified as Abdur Razzak, 20, a staffer of ABR Center, a private manpower office, and son of Omar Faruk of Pirojpur’s Indurkani upazila. Rajib, a colleague of the deceased, said they were returning to their residences riding separate bicycles around 9 pm. “When we reached in front of Abul Tower of Banani, a speeding truck hit Razzak, leaving him critically injured,” he said.He was immediately taken to Dhaka Medical College Hospital but doctors pronounced him dead around 10:30 pm, added Rajib.Inspector Bachchu Mia of DMCH Police Outpost confirmed the incident, saying the body was kept at DMCH morgue. An angry mob managed to detain the truck, although the driver fled."
101,101,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-truck-drivers-killed-in-laxmipur-road-crash/54091,2 truck drivers killed in Laxmipur road crash,"July 04, 2020","Two truck drivers were killed and three people injured following a head- on collision between two mini trucks on Raipur-Chandpur regional road in Chowdhury Pul area of Raipur upazila early Saturday. The deceased could not be identified yet. Tota Miah, officer-in-charge of Raipur Police Station, said the accident took place in the area following the collision between two vehicles, leaving the duo dead on the spot. On information, police recovered the bodies."
102,102,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-sirajganj-road-crash/54031,3 killed in Sirajganj road crash,"July 03, 2020","The accident took place around 10 pm when a vehicle knocked them down as they were standing alongside the road , killing them on the spot, said Khairul Islam, officer-in-charge of Hatikumrul Highway Police Station. Meanwhile, police recovered the bodies and sent those to hospital morgue."
103,103,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/road-accident-kills-4-in-rangpur/53956,Road accident kills 4 in Rangpur,"July 01, 2020","The deceased were identified as Anil Chandra, 60, of Dorjipara village and Khoyrat Hossain, 55, of Kishoreganj upazila in Nilphamari, Abu Bakar Siddique, 52, and Farhad Hossain, 28, Kursha Dolapara in Taraganj upazila of Rangpur.The accident took place when a rod-laden truck overturned and fell down into a roadside ditch there at noon, killing four transport workers on the spot and injuring another, said Zinnat Ali, officer-in-charge of Taraganj police station.On information, police rushed to the spot, recovered the bodies.“Driver and helper of the truck fled from the scene,” said the OC said, adding that they seized the truck.A case was filed in this connection with Taraganj police station.According to Bangladesh Jatri Kalyan Samity, a passengers’ welfare platform, 8,543 people were killed and 14,318 others injured in 6,210 road, railway and waterway accidents across the country in 2019."
104,104,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-sirajganj-road-crash/53205,3 killed in Sirajganj road crash,"June 17, 2020","The deceased were identified as truck driver Jahurul Islam, 28, his assistants Ananta, 18, and Mithun.Officer-in-Charge of Bangabandhu Bridge West Police Station Syed Shahid Alam said a Dhaka-bound brick-laden truck collided head-on with another brick-laden truck at 1:15pm killing two people, and injuring three others on the spot.Later, on the way to hospital another died, he said.The injured were sent to Bangamata Sheikh Fazilatunnesa Mujib Memorial Hospital, the OC said."
105,105,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-members-of-a-family-killed-in-rajbari-road-crash/53028,3 members of a family killed in Rajbari road crash,"June 14, 2020",
106,106,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-city-road-crash/52519,Two killed in city road crash,"June 04, 2020","The deceased were identified as Balayet, 52, a oil trader and son of Kazi Mubarak of village Char Laxmipur under Moladi upazila in Barisal district, and Maksudur Rahman, 42, a private service holder of Natun Habli area under Sorail police station in Brahmanbaria district.The injured motorcyclist was identified as Jakir Hossain, 45, a contractor of Titas Gas Company.Police quoting witnesses said the accident took place when a bus of Bihongo Paribahan heading towards Farmgate hit the two pedestrians and a motorcyclist around 11:45 am, said Officer-in-charge of Shahbagh Police Station Abul Hasan.He said the two pedestrians died on the spot while motorcyclist Zakir Hossain was given first aid at Dhaka Medical College Hospital (DMCH).The driver of the killer bus identified as Jafar Mollah, 60, has been detained , the OC said.The bodies were sent to DMCH morgue for postmortem."
107,107,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/13-killed-in-gaibandha-road-crash/51929,13 killed in Gaibandha road crash,"May 21, 2020","Masudur Rahman, officer-in-charge of Polashbari Police Station, said the Rangpur-bound rod-laden truck from Dhaka overturned around 8 am when its driver lost control over the steering, leaving 13 people dead on the spot.Identities of the deceased and other details could not be known yet."
108,108,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-bogura-road-crash/51726,2 killed in Bogura road crash,"May 17, 2020","Two women were killed and three others were injured after a truck hit an auto-rickshaw on Sherpur-Dhaka Highway at Zamuna Para in Sherpur upazila on Sunday. The deceased were identified as Nila Khatun, 35, wife of Sultan Mahmud of Sherua village in the upazila and Arpita Saha, 20, daughter of Jibon Saha of Mathurapur village in Dhunat upazila. Ratan Islam, station officer of Sherpur Fire Service and Civil Defence, said the accident took place around 10am when the Dhaka-bound truck hit an auto-rickshaw, leaving Nila dead on the spot and four others injured. The injured were taken to Shaheed Ziaur Rahman Medical College Hospital where Arpita died later. Road crashes claim thousands of lives every year and they are mainly blamed on unskilled drivers, unfit vehicles and rundown road condition. Last year, road crashes left 5,227 people dead and 6,953 injured, according to a road safety advocacy group. In February alone, at least 534 people were killed and 1,169 others injured. In a report published in February, the World Bank said Bangladesh needs to invest an estimated extra $7.8 billion over the next decade to halve its road crash fatalities."
109,109,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/manikganj-cricketer-killed-in-road-crash/50089,Manikganj cricketer killed in road crash,"April 20, 2020","The victim was identified as Biltu Mia, 45, who in his younger days was known for his cricketing skills in and around the district.The accident occurred around 6am when a shallow-engine trolley hit Biltu’s motorbike, leaving him dead on the spot, said Rezaul Karim, officer-in-charge of Daulatpur Police Station.Biltu was going to collect some dues for the company he worked at, Farokh Enterprise, since leaving cricket.Ex-captain of Bangladesh national team Naimur Rahman Durjoy, now the Member of Parliament for Manikganj-1 constituency, expressed deep shock at the demise of Biltu, having been part of the same cohort in Manikganj who played together during their formative years.Biltu never made the step up to play in the Dhaka leagues however, playing out his days with the Kulfa Goshti, a local cricket club in Manikganj that Durjoy now presides over."
110,110,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-mymesingh-road-crash/48440,Two killed in Mymesingh road crash,"April 01, 2020","Two people were killed when a truck ran them over on Mymensingh-Kishoreganj road at Charanipara in Nandail upazila on Wednesday. The deceased were identified as Abdur Rashid, 70, and Sirajul Islam, 55, of the upazila. The maize-laden truck hit a pedestrian and a by-cyclist around 6am, leaving them dead on the spot, said Toufiqul Islam Towhid, officer-in-charge of Nandail Highway Police Station. Police seized the truck but could not arrest its driver."
111,111,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/chattogram-road-crash-death-toll-climbs-to-15/47656,Chattogram road crash death toll climbs to 15,"March 22, 2020","Two of the deceased were identified as Mohammad Belal, 23, and Jasim Uddin, 25, sons of Abbas Uddin of Korbaniaghona area in the city.Officer-in-Charge of Lohagara Police Station Zakir Hossain told UNB that the accident took place at Chunti forest office area on Dhaka-Cox’s Bazar Highway around 10:15pm.A truck hit a human-hauler coming from the opposite direction, killing 10 people on the spot and injuring seven others.The injured were taken to Lohagara Health Complex where doctors declared three of the injured dead.Four of the injured were taken to Chattogram Medical College Hospital. Two of them succumbed to their injuries early morning, the OC said quoting doctors. The bodies of the deceased have been kept at the hospital.Rashedul Islam, officer-in-charge of (investigation) of Lohagara Police Station, said 17 people were on the human hauler at the time of accident and 15 of them were killed, including its driver.Soon after the incident, police seized the truck but its driver and helper managed to flee, the OC added.Road accidents claim thousands of lives every year in Bangladesh. Last year, 5,227 people were killed and 6,953 others injured in road crashes across the country, according to a road safety advocacy group.In February, a World Bank report said Bangladesh needs to invest an estimated extra $7.8 billion over the next decade to halve its road crash fatalities."
112,112,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-kushtia-road-crash/47643,2 killed in Kushtia road crash,"March 21, 2020","Azizul Haq, 35, son of Sultan Mondol of Bamungram under Goshwami Durgapur union, and Abdur Rashid, 30, son of Lutfor Mondol of the same area, were killed when a trolley fell into a roadside ditch around 11am.Two others injured in the accident – Shariful Islam, 32, Anwar Hossain, 34 – were hospitalised in critical condition.Dabir Uddin Biswas, Chairman of Goshwami Durgapur Union Parishad, said some labourers were going for extracting soil for brick field riding on a shallow-engine driven trolley but it fell into a ditch at Nandia intersection.Rashid died on the spot and three others sustained critical injuries.They were taken to Kushtia General Hospital where the doctor pronounced Azizul dead."
113,113,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/12-killed-in-chattogram-road-crash/47639,12 killed in Chattogram road crash,"March 21, 2020","However, the identities of the victims could not be known immediately. Officer-in-Charge of Lohagara Police Station Zakir Hossain told UNB that the accident took place at Chunti forest office area on Dhaka-Cox’s Bazar Highway around 10:15pm.A truck hit a human-hauler coming from the opposite direction, killing 10 people on the spot and injuring four others.The injured were taken to Padua Health Complex where doctors declared two of the injured dead.The bodies of the deceased have been kept at the hospital. Md Alamgir Hossain, in-charge inspector of Chunti forest office, said that 12 passengers of the human hauler were killed after being hit by a truck.Seven more injured were rescued and sent to hospital.Road accidents claim thousands of lives every year in Bangladesh. Last year, 5,227 people were killed and 6,953 others injured in road crashes across the country, according to a road safety advocacy group.In February, a World Bank report said Bangladesh needs to invest an estimated extra $7.8 billion over the next decade to halve its road crash fatalities."
114,114,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-msingh-road-crash/47513,2 killed in M’singh road crash,"March 20, 2020","The deceased were identified as Jamal Uddin, 40, a truck driver and his helper Shakib, 22 of Jamalpur district.The accident took place around 4 am when a goods-laden truck from Jamalpur dashed a sand-laden truck from behind, leaving two people dead on the spot, said Mainuddin, officer-in-charge of Bhaluka Model Police Station."
115,115,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/female-schoolteachers-hand-severed-in-gopalganj-road-crash/46660,Female schoolteacher’s hand severed in Gopalganj road crash,"March 10, 2020","The accident on the Dhaka-Khulna highway also left 13 students of the school injured.Md Monirul Islam, officer-in-charge of Sadar Police Station, said over 100 students and several teachers of the school were going to Bangabandhu Mausoleum at Tungipara on a study tour.When they reached Ghonapara, the bus overturned following a collision with a truck that left 14 of them injured.One of the hands of Sayeeda Fahima, 35, a teacher of the school, was severed in the accident.They were first taken to Gopalganj 250-bed General Hospital from where two of them were airlifted to Dhaka for better treatment."
