,Newspaper name,Date of Incident,Time of Incident,Incident type,Location,Deaths count,Injury count,Type of vehicle,Gender ,Links,Description text,Date of publishing,Full Text,Article Summary,Image links
81,The Daily Star,,,,,10,,,,https://www.thedailystar.net/country/10-killed-nilphamari-road-crash-1591738,10 killed in Nilphamari road crash,"11:48 PM, June 17, 2018 / LAST MODIFIED: 11:31 AM, June 18, 2018","At least 10 people were killed and six injured as a bus collided head-on with a pickup van on the Saidpur bypass road of Dhaka-Dinajpur highway in Nilphamari district tonight. Identities of the deceased who died on the spot and injured passengers were not known immediately, our Nilphamari correspondent reports quoting an upazila health official. Death toll may rise, the official feared. The Dhaka-bound night coach from Nilphamari collided head-on with a Nilphamari-bound pickup van at Dhalagachh intersection of the bypass road around 10:15pm, said Dr Sirajul Islam, upazila health and family planning officer. All the injured people were taken to Saidpur 100-bed hospital, he added. The ill-fated pickup van was carrying a group of youths who were returning home from a picnic spot called Swapnapuri in neighbouring Dinajpur district, the correspondent reports. ",At least 10 people were killed and six injured as a bus collided head-on with a pickup van on the Saidpur bypass road of Dhaka-Dinajpur highway in Nilphamari district tonight.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accidentwb_0.jpg?itok=AsZ6lW9P&c=ab4e42cd8691258e6300e9a352738714
82,The Daily Star,,,,,6,,,,https://www.thedailystar.net/country/road-accident-kill-six-people-in-two-districts-sirajganj-nilphamari-bangladesh-1585204,"Road crashes kill 6 in Sirajganj, Nilphamari","10:44 AM, June 02, 2018 / LAST MODIFIED: 12:01 PM, June 02, 2018","Among the deceased, four were killed in Sirajganj and two in Nilphamari.   In Sirajganj, a Kurigram-bound bus from Dhaka collided with an oncoming covered van on Bangabandhu Bridge west link road in Sayadabad area around 2:15am, leaving four people dead on the spot. Identifies of the deceased could not be known yet, Bangla daily Prothom Alo quoting Shaheed Alam, officer-in-charge of Bangabandhu Jamuna Bridge (west) Police Station.    Two of the deceased were passengers of the bus, two others were covered van driver and his helper, the OC added. The accident also left 15 people injured. They were taken to Sirajganj 250-Bed Hospital. In Nilphamari, two people were killed and two injured as a bus of 'Josheda Paribahan' hit an auto-rickshaw at Dhoyera bus stand in Jaldhaka upazila around 3:00am, reports UNB. The deceased are auto-rickshaw passengers Rahim, 32, and Alam, 35, said Sohrab Hossain, officer-in-charge of Jaldhaka Police Station.     ",Six people were killed and 17 injured in two separate road accidents in Sirajganj and Nilphamari districts today.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_19.jpg?itok=XeH52vUc
83,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/why-dhaka-tribune-official-nazim-uddin-family-will-not-be-compensated-1579903,"Why Dhaka Tribune official’s family will not be compensated, HC asks govt and bus owners ","12:46 PM, May 22, 2018 / LAST MODIFIED: 02:49 PM, May 22, 2018","Nazim Uddin, a senior executive of the advertisement department of English daily Dhaka Tribune, died when he was knocked down and run over by a bus during the race between two buses of Manjil Paribahan and Srabon paribahan on Mayor Hanif Flyover in Dhaka. The home secretary, roads and bridges secretary, inspector general of police, commissioner of Dhaka Metropolitan Police and owners of Manjil Paribahan and Srabon paribahan have been made respondents to the rule. The HC bench of Justice Salma Masud Chowdhury and AKM Zahirul Hoque came up with the rule on a suomot (voluntary) move following newspaper reports on the accident in which Nazimuddin was killed. SC lawyer Advocate ABM Golam Mustafa placed the reports today before the HC bench for necessary order. 2 transport workers remanded
 A Dhaka court today placed Ohidul and Kamal, driver of Sraban Paribahan and helper of Manjil Paribahan respectively, on a one-day remand each in the case filed for killing Nazim Uddin. Metropolitan Magistrate Pronab Kumar Hui passed the order after Sub-inspector of Jatrabari Police Station Iqbal Hossain, also the investigation officer of the case, produced them before it seeking a seven-day remand for them. However, no lawyers on behalf of the accused were present in the court. Police seized both the buses and detained Ohidul and Kamal soon after the accident.       ",The High Court today issued a rule asking the authorities concerned to explain in four weeks why they should not be asked to pay Tk 1 crore compensation to the family of a Dhaka Tribune official who was killed in a road accident on May 18.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/nazim_uddin_0.jpg?itok=21cRe_lv&c=bedf666d0b7aa6a31969803d55a0dbc9
84,The Daily Star,,,,,3,,,,https://www.thedailystar.net/backpage/3-die-car-hits-auto-rickshaw-1578718,3 die as car hits auto rickshaw ,"12:00 AM, May 20, 2018 / LAST MODIFIED: 12:00 AM, May 20, 2018","The accident took place at around 5:30 am on Saturday at Malihata area of Brahmanbaria Sadar Upazila on the highway, said Sarail Bishwaroad highway police OC Hossain Sarkar. The OC said a Dhaka-bound car rammed into the battery-run autorickshaw, the victims were inside the autorickshaw. He identified three victims as 20-year-old Saidul Mia, the auto-rickshaw driver and son of Rukku Mia of Chor-Chartola village in Ashuganj upazila,19-year-old Nasor Mia, son of Khurshed Mia and 18-year-old Arman Mia, son of Faruk Mia, of the same village. According to the highway police, auto-rickshaw driver Saidul went to Sarail Bishwaroad CNG filling station with two of his friends Arman and Nasor to get gas for his vehicle around 5:00am. On their way back, a Dhaka-bound speeding car hit the auto-rickshaw face to face in Malihata Bazar area. It is not known exactly which car hit the auto-rickshaw because there is no eyewitness. The auto-rickshaw passenger Nasor died on the spot. Later, locals rescued the injured Arman and Saidul and took them to Bhairab Upazila Health Complex. They died hours later while receiving treatment at the hospital.  OC Sarkar also said, bodies of the two victims were handed over to their families without an autopsy as the family members did not lodge any complaints. ",None,None
85,The Daily Star,,,,,19,,,,https://www.thedailystar.net/india/19-killed-india-road-accident-gujarat-truck-1578535,19 killed in India road crash,"12:12 PM, May 19, 2018 / LAST MODIFIED: 12:25 PM, May 19, 2018","At least nineteen people were killed and six others injured as a truck overturned on Ahmedabad-Bhavnagar highway in western Indian state of Gujarat early today. The cement-laden truck coming from Pipavav Port in Bhavnagar district turned turtle on the road at a village early in the morning after its driver lost control over the steering, our New Delhi correspondent reports quoting police. A total of 25 labourers were travelling in the truck during the accident, said RV Asari, Ahmedabad superintendent of police. Of the 19 victims, 18 died on the spot while another died in a hospital, said the police official. ",At least nineteen people were killed and six others injured as a truck overturned on Ahmedabad-Bhavnagar highway in western Indian state of Gujarat early today.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_accident-final_1.jpg?itok=wUxuv9AG
86,The Daily Star,,,,,1,,,,https://www.thedailystar.net/city/unruly-minivan-runs-teenager-over-arambag-1571482,Unruly pick-up van runs teenager over in Arambag,"07:11 PM, May 04, 2018 / LAST MODIFIED: 08:49 PM, May 04, 2018","A pick-up van ran over a teenager in Dhaka’s Arambag early today as the spate of deaths resulting from lack of discipline in the city’s transport sector continues. Mohammad Shawon, 18, a caretaker of a house in Arambag, was hit by the speeding vehicle around 2:00am, victim’s grandfather Shahidul Islam told The Daily Star. It was a poultry-laden pick-up van that ran Shawon over while he was returning to his Fakirerpool residence on foot, he said. Shawon was rushed to Dhaka Medical College Hospital (DMCH) where doctors declared him dead, Golam Rabbani, officer-in-charge of Motijheel Police Station, told The Daily Star. Meanwhile, another similar incident occurred in adjacent Jatrabari around 5:00am this morning when a human hauler drove into a parked tow-van and injured 13 passengers. Azizur Rahman, officer-in-charge Jatrabari Police Station, endorsed the information while talking to The Daily Star and said six of the victims were taken to DMCH. Just weeks ago, deaths of Titumir College Student Rajib Hossain and domestic help Rozina Akhter Rozi shook the nation with the awakening to unruly transport sector of Dhaka city. House help Rozi was run over by a state-run BRTC bus in Banani and died on April 29. Orphan and guardian of two siblings Rajib died on April 26 after his hand was severed between two buses. ",A ,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_15.jpg?itok=GH40cZmt
87,The Daily Star,,,,,2,,,,https://www.thedailystar.net/city/2-motorcycle-riders-killed-hatirjheel-dhaka-road-accident-1570315,2 motorcycle riders killed in Hatirjheel road crash,"11:41 AM, May 01, 2018 / LAST MODIFIED: 11:50 AM, May 01, 2018","Two youths died as their motorbike hit roadside railings in Hatirjheel area of Dhaka early today. The deceased were identified as Hadayet Ullah, 26, of Tejgaon area and Habibullah, 26, of Gazipur, said Kazi Wazed Ali, officer-in-charge of Badda Police Station. Their motorcycle skidded off the road after hitting its railings at Merul-Badda in Hatirjheel area around 3:30 am, the police official said. The duo died on the spot, he said adding that the bodies were sent to Dhaka Medical College morgue for autopsy. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/hatirjheel1_0.jpg?itok=vhNLYz2g&c=5111519d14f89bf5707aec8824c90b0f
88,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/road-accident-bus-truck-collision-kills-4-gaibandha-bangladesh-1566079,Bus-truck collision kills 4 in Gaibandha ,"10:11 AM, April 22, 2018 / LAST MODIFIED: 11:14 AM, April 22, 2018","Four people, including a child, were killed and 15 injured following a head-on collision between a bus and a truck on Dhaka-Rangpur highway at Bakchar in Gobindaganj upazila of Gaibandha this morning. The details about the deceased could not be known immediately. Read MoreHang drivers responsible for Rajib’s death: Rights bodyRisky road crossing
 The accident took place when the Panchagarh-bound 'BS Paribahan' bus collided with the truck, leaving four people, including the bus driver and a minor, dead on the spot and 15 people injured, said Akhteruzzaman, officer-in-charge of Gobindaganj highway police.
 ","Four people, including a child, were killed and 15 injured following a head-on collision between a bus and a truck on Dhaka-Rangpur highway at Bakchar in Gobindaganj upazila of Gaibandha this morning.",None
89,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/minister-obaidul-quader-visits-gopalganj-boy-who-lost-right-hand-in-road-accident-1565689,Quader visits boy who lost hand in Gopalganj road mishap ,"03:33 PM, April 21, 2018 / LAST MODIFIED: 04:39 PM, April 21, 2018","Khalid Hasan Hridoy, 19, a student of class-X, lost his hand on Dhaka-Khulna highway in Gopalganj on Tuesday, barely two weeks after Titumir College student Rajib Hossain lost his right hand in a similar accident in Dhaka on April 3 and later passed away on April 17. Quader, also the general secretary of ruling Awami League, visited prominent poet Belal Chowdhury, 79, was put on life support at Anwer Khan Modern Hospital in Dhaka yesterday, according to a press release. Belal Chowdhury was admitted to the hospital on November 2 last year with various old age complications, including kidney problem and anaemia.   ","Road, Transport and Bridges Minister Obaidul Quader visited Hridoy, whose right hand was severed in a bus-truck collision last week in Gopalganj, at Dhaka Medical College Hospital today.",None
90,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/teenage-girl-loses-leg-in-banani-road-accident-dhaka-1565686,Teenage girl loses leg in Banani road accident,"02:40 PM, April 21, 2018 / LAST MODIFIED: 04:27 PM, April 21, 2018","The Uttara-bound BRTC double-decker bus from Mohakhali hit Rozina Akhter, 18, a housemaid, while she was crossing the road in Chairmanbari area around 8:30pm, her father Rasul Mia told The Daily Star today. “Her right leg got severed from her thigh following the accident. Her physical condition is now stable but she is not out of danger,” Prof Abdul Gani Mollah, director at the National Institute of Traumatology & Orthopaedic Rehabilitation (Nitor), told The Daily Star. Rozina was rushed to the hospital immediately after the accident. During the accident, the rear wheels of the BRTC bus ran over her right leg after she fell on the road hit by the vehicle, Nazrul Islam, a witness, told The Daily Star. Hailing from Dhobaura upazila of Mymensingh, Rozina had been working at the house of a journalist at Banani for nine years. Soon after the incident, the passengers of the bus caught the driver and handed him over to police, a duty officer of Banani Police Station told The Daily Star. A case was filed with the police station in this connection, the official said.  On April 4, Rajib Hossain, a college student, had lost his right hand after it got stuck between two buses in the city's Banglamotor area. He died at Dhaka Medical College Hospital on April 17.   ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/girl-web.jpg?itok=UhvZCwR7
91,The Daily Star,,,,,1,,,,https://www.thedailystar.net/city/hang-drivers-who-killed-rajib-hossain-rights-body-road-accident-dhaka-bus-fare-public-transport-1563715,Hang drivers responsible for Rajib’s death: Rights body,"01:19 PM, April 17, 2018 / LAST MODIFIED: 12:48 AM, April 18, 2018","Terming Rajib Hossain's death a “murder”, a rights group this morning staged a sit-in in front of Jatiya Press Club in Dhaka demanding the highest punishment for the drivers of the two buses between which Rajib’s right hand got stuck. The third-year student of Government Titumir College succumbed to his injuries, which also included a brain haemorrhage in the accident on April 3, early today at Dhaka Medical College Hospital. Drivers of public transports in the capital are so reckless that people's lives mean nothing to them, Jatri Odhikar Andolon said in a press release today. Rajib's death, housewife Aysha Khetun's spine injury and private job holder Runi Akhter's crushed leg, are the glaring examples of the drivers' competition on the roads, the press release said. Read MoreBus crushes university student's legRajib now loses his life too
 On April 3, Rajib was going to attend his classes by a double-decker bus of Bangladesh Road Transport Corporation (BTRC). He was standing on the rear gate dangling his right hand outside as the bus was overcrowded. When the bus got stranded at the Sonargaon crossing near Panthakunja Park, a 'Sajan Paribahan' bus tried to make its way through the narrow space on between the BRTC bus and the footpath. However, Rajib's right hand was pressed in between the two buses and got severed from the elbow. The organisation came up with an eight-point demand at the press conference, which are: 1. The killers of Rajib should be given capital punishment. A law should be formulated keeping the provision of death for all road accidents. 2. To control over traffic jam and prevent road accidents and to ensure proper passengers service through stopping getting on and off a vehicle indiscriminate. 3. Implement the government-fixed rate of transport fare including 50% fare cut for students in city and intercity public transports. Students should get a 25% fare cut in long route transports. 4. Steps should be taken against ""sitting service"" buses which run under various names. 5. There should be a balance in public transport fare. All vehicles should keep the fare chart and those who collect excessive fare should be punished. 6. BRTA must conduct effective drives on a regular basis to stop anarchy in the public transports. Security for women should be ensured and if any woman gets harassed, punitive action should be taken against the culprits. 7. AC and non-AC bus services should be launched to reduce pressure of private transports. 8. People who suffered in road accidents should be brought under an insurance policy.  Earlier, a Dhaka court again rejected bail prayers of the drivers of BRTC and Sajan Paribahan buses responsible for the accident. They are BRTC bus driver Wahid Ali, 35, and Sajan Paribahan driver Khorshed, 50. The two were earlier placed on a two-day remand each. They were sent to jail on April 16. ","Terming Rajib Hossain's death a “murder”, a rights group this morning staged a sit-in in front of Jatiya Press Club in Dhaka demanding the highest punishment for the drivers of the two buses between which Rajib’s right hand got stuck.",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/rally-for-rajib-prabir-1-wb.jpg?itok=P836AepI
92,The Daily Star,,,,,1,,,,https://www.thedailystar.net/city/justice-for-runi-akhter-uoda-students-demand-compensation-1563223,"UODA students demand compensation, justice for Runi Akhter","02:59 PM, April 16, 2018 / LAST MODIFIED: 03:18 PM, April 16, 2018","Fellow students of Runi Akhter whose right leg was smashed against the base of a pavement in Dhaka's Farmgate by a bus on Wednesday, have demanded compensation from the bus owner and driver for her treatment. Read MoreBus crushes university student's leg
 Around 50 students at a human chain programme organised in front of University of Development Alternative (UODA) on Saat Masjid Road in Dhanmondi around 1:00pm also demanded the perpetrators of the incident should be brought to justice. The 27-year-old Runi used to work for a firm to support her education. Police on the day of the incident seized the bus and arrested the driver. A case was also filed in this connection. At the human chain, the students, carrying different banners and placards, also sought safety in the roads. On April 3, Rajib Hossain, a third-year student of Government Titumir College, lost his right hand after it got stuck between two speeding buses trying to overtake each other in the capital's Bangla Motor area. ","Fellow students of Runi Akhter whose right leg was smashed against the base of a pavement in Dhaka's Farmgate by a bus on Wednesday, have demanded compensation from the bus owner and driver for her treatment.",None
93,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/road-crashes-kill-4-dhaka-ctg-1562383,"Road crashes kill 4 in Dhaka, Ctg","03:51 PM, April 13, 2018 / LAST MODIFIED: 04:12 PM, April 13, 2018","The deceased are: Abdur Rashid, 45, and Md Ishan, 12, of Chittagong; Fakhrul, 40, of Dhaka and another unidentified man. In Dhaka, Fakhrul was hit by a private car when he was walking on a road in Mirpur-6 around 7:00am. He was rushed to Dhaka Medical College Hospital where docotrs declared him dead, Assistant Sub-Inspector (ASI) Babul Mia of the hospital told The Daily Star. In Chittagong’s Sitakunda upazila, a bus collided with a covered van on Dhaka-Chittagong highway at Baraulia, leaving helper of the bus, Abdur Rashid, dead on spot around 11:30am. Four people were also injured in the accident, our correspondent reports quoting Sub-Inspector Shamsul Alam of Baraulia Highway Police Station.
The injured were taken to Chittagong medical College Hospital (CMCH). Meanwhile in the district’s Mirsharai upazila, a truck hit a CNG-run auto-rickshaw around 11:45am, killing Md Ishan and another unknown man on the spot, said Dipun Debnath, sub-inspector of Joraganj Police Station. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_10.jpg?itok=SYhsTj-G&c=fbd851d5251cd72546ed6183ab0b9ce4
94,The Daily Star,,,,,,,,,https://www.thedailystar.net/city/now-woman-leg-crushed-in-bus-accident-at-farmgate-road-dhaka-1561258,"Now, woman’s leg crushed in bus accident ","12:09 PM, April 11, 2018 / LAST MODIFIED: 12:30 PM, April 11, 2018","The right leg of a woman was crushed after she was caught between a road divider and a bus in Dhaka’s Farmgate area this morning. The identity of the victim could not be known yet, reports Bangla daily Prothom Alo. Passers-by rescued the woman and sent her to the city’s National Institute of Traumatology & Orthopaedic Rehabilitation (Nitor), reports Prothom Alo. The incident occurred around 9:00am near Ananda Cinema Hall of Farmgate area. The bus and its driver were captured by the commuters and handed over to police.   ",The right leg of a woman was crushed after she was caught between a road divider and a bus in Dhaka’s Farmgate area this morning.,None
95,The Daily Star,,,,,3,,,,https://www.thedailystar.net/backpage/three-bangladeshis-die-australia-car-crash-1556755,Three Bangladeshis die in Australia car crash ,"12:00 AM, April 02, 2018 / LAST MODIFIED: 06:57 AM, April 02, 2018","Saiful Islam, Sadeka Kamal Nipa and Maisha Kuddus died after an SUV carrying them rolled on the Kakadu Highway around 12:30pm (local time), reports ABC News and Prothom Alo. Four others in the vehicle were flown to Darwin, the capital of Australia's Northern Territory. Although they were in a stable condition at Royal Darwin Hospital, three of them were at the intensive care unit. Two of the injured might have limbs amputated, and another had a severe head injury, a spokesperson of the hospital told ABC News. Initial reports from police suggested the driver's inexperience might have played a role in the incident. NT Police Acting Assistant Commissioner Commander Tony Fuller told reporters that a 29-year-old had been driving a hired Toyota Prado from Jabiru to Cooinda when he ""lost control on a large, sweeping bend"". One person was ejected from the car, which raised police concerns as to whether they were wearing seatbelts.¬ ""We don't think alcohol is a factor, speed may be a factor, but it's more likely to be the driver is inexperienced. ""We understand the driver is not used to that vehicle, he's more used to driving a smaller vehicle around town,"" he said. Mahmudul Hasan, president of Bangladeshi Student Association of Charles Darwin University, told ABC News about 100 people gathered outside the Royal Darwin Hospital following the incident to pray for the injured. He believed all three who were killed were married, and survived by their spouses, and less than 30 years old. “It's devastating, that's all I could say,” Hasan said. “We had another incident just about nine months ago. There was a car crash in Litchfield and we lost one of our brother and sister as well.” ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/nipa_maisha.jpg?itok=wgN1L1Ry&c=1bbb505191a2d99b1e0159fd0c63aee6
96,The Daily Star,,,,,8,,,,https://www.thedailystar.net/backpage/eight-die-gopalganj-bus-crash-1556767,Reckless Driving: Eight killed in bus crash,"12:00 AM, April 02, 2018 / LAST MODIFIED: 05:20 AM, April 02, 2018","Eight people were killed and 26 others injured as a bus plunged into a roadside ditch after hitting a tree at Birshordi in Gopalganj's Muksudpur early yesterday. Passengers of the Barguna-bound bus from Dhaka blamed reckless driving for the accident. Quoting locals, Azajul Islam, officer-in-charge of Bhanga Highway Police Station, said the accident happened on Dhaka-Barisal highway when the bus driver lost his control over the steering around 3:00am. Six people were killed on the spot and 28 others wounded. The injured were rushed to Bhanga Upazila Health Complex. Some of them were later moved to Faridpur Medical College Hospital where two more died from their injuries. Six of the eight deceased were identified as Dipon Biswas, 28, of Barisal's Agailjhara upazila; Ashim Maji, 35, of Jhalakati's Nalchhity upazila; and Hasan Mridha, 30, of Patuakhali Sadar upazila; and Nojir Gazi, 36, of Barguna's Amtoli upazila; Jahurul Islam, 29, of Barisal's Mehendiganj upazila; and Bazrul Rahman Sheikh, 35, of Gopalganj's Muksudpur. The identities of two others could not be known immediately. Bus passenger Fatema Begum, 40, of Barguna's Amtoli, said, “The driver drove the bus at a high speed; some passengers asked him to drive the bus slow but he did not care.”   Another passenger Mamun Hossain, 32, of Baherchar in Patuakhali, said, “The driver is responsible for this accident. He started driving the bus at a high speed from Dhaka and also talked on mobile phone.” Momtaz Uddin Ahmad, assistant director of Faridpur fire service and civil defence, said four fire fighting units from Faridpur Sadar and Bhanga upazilas, and Gopalganj Sadar and Muksudpur upazilas conducted the rescue operation. ",None,None
97,The Daily Star,,,,,8,,,,https://www.thedailystar.net/country/bangladesh-seven-killed-gopalganj-bus-plunge-road-crash-1556455,8 killed in Gopalganj bus plunge,"10:02 AM, April 01, 2018 / LAST MODIFIED: 12:08 PM, April 01, 2018","Three of the deceased were identified as Bipon Biswas, 28, son of Makhon Biswas of Bagda in Agailjhara upazila of Barishal; Ashim Maji, 35, son of Lalmia Maji of Konabalija village in Nalchhity upazila of Jhalakati; and Hasan Mridha, 30, son of Hamid Mridha of Thafalbaria village in Patuakhali Sadar upazila, our Faridpur correspondent reports quoting police. Photo: Star 
 The accident took place around 3:00am when a Barguna-bound bus of “Sugandha Paribahan” from Dhaka fell into the ditch in Boroitola area, leaving six passengers dead on the spot and 28 others injured, said Azajul Islam, officer-in-charge of Bhanga Highway Police Station.
 The injured were rushed to Bhanga Upazila Health Complex in Faridpur district, which is adjacent to the spot. Later, some of the injured were shifted to Faridpur Medical College Hospital (FMCH) where two succumbed to their injuries, the OC added.   ",None,None
98,The Daily Star,,,,,10,,,,https://www.thedailystar.net/country/3-killed-in-gaibandha-road-accident-1546162,"10 killed, 20 injured in Gaibandha road accidents","11:43 AM, March 10, 2018 / LAST MODIFIED: 06:44 PM, March 10, 2018","A Rangpur-bound truck overturned on Dhaka-Rangpur highway in Jundah area around 1:00 pm, leaving seven people dead on the spot, our Gaibandha correspondent reports quoting Mahmudul Huq, officer-in-charge (OC) of Palashbari Police Station. Thirteen others, who were also travelling on the truck, sustained injuries. Some of them were taken to Rangpur Medical College Hospital and rest to Palashbari Upazila Health Complex, the OC said. Identities of the victims could not be known yet. Besides, a Bogra-bound bus from Rangpur rammed an oncoming sallow machine-run cement mixture in South Bus Stand area of the upazila around 10:30 am, leaving three people dead on the spot and seven others injured, the police official added. The deceased were identified as Khoshru, 50, Zakir, 25, and Raju, 26. All were day labourers hailing from Gobindaganj upazila of the district. The injured were taken to Palashbari Upazila Health Complex and Rangpur Medical College Hospital, the police official said. ",None,None
99,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/three-killed-coxs-bazar-road-accident-in-bangladesh-chittagong-highway-1542853,4 killed in Cox’s Bazar road crash,"10:57 AM, March 03, 2018 / LAST MODIFIED: 02:55 PM, March 03, 2018","The deceased were identified as Sahab Uddin, 20, a class XI student of Ukhiya Degee College, Joynul Abedin, 22, Harun-Ur-Rashid, 16, and Ali Akbar, 30, of Ukhiya upazila of the district, our Cox’s Bazar correspondent reports quoting police. Mohammad Nure Alam, in-charge of Sringa Highway Police, told our correspondent that a microbus collided with another oncoming microbus at Harbang-Goalmara around 6:00am, leaving three passengers of both the vehicles dead on the spot and 10 injured. The injured were taken to Chokoria Upazila Health Complex and other private hospitals in Sringa. Later, one of them succumbed at the upazila health complex, said the police official. Meantime, a Cox’s Bazar-bound bus of Shyamoli Paribahan, which was crossing the area at the same time, hit a roadside tree when its driver was trying to save his vehicle from hitting the collided microbuses, leaving several others injured.   ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road-accident_5.jpg?itok=P8bvPsQV
100,The Daily Star,,,,,4,,,,https://www.thedailystar.net/country/4-killed-bus-truck-collision-gopalganj-road-accident-road-crash-1540933,4 killed in bus-truck collision in Gopalganj,"04:54 PM, February 27, 2018 / LAST MODIFIED: 04:57 PM, February 27, 2018","The deceased are: Shilpi Shomaddar, 62, Shahjahal Mollah, 50, Noyon, 25, Sohag Talukder, 20. Shilpi Shomaddar was the president of Bagerhat District Mohila Parishad, reports our Faridpur correspondent. A Dhaka-bound bus collided head-on with a truck in front of Pona bus stand in the upazila, leaving four people dead on the spot and 14 others injured around 12:30pm, said Md Azzizur Rahman, officer-in-charge of Kashiani Police Station. The injured were sent to Kashiani Upazila Health Complex and Gopalganj General Hospital for further treatment. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_5.jpg?itok=amv3R6Jk&c=fbd851d5251cd72546ed6183ab0b9ce4
101,The Daily Star,,,,,9,,,,https://www.thedailystar.net/country/8-killed-as-bus-hits-lorry-in-bangladesh-narayanganj-road-accident-1540375,9 killed as bus hits lorry in N’ganj,"03:12 PM, February 26, 2018 / LAST MODIFIED: 08:25 PM, February 26, 2018","A Chittagong-bound bus of “Tisha Plus” hit the lorry which was parked at the roadside in Murapara around 1:00pm, our local correspondent reports quoting witnesses and victims. Two children, three women and four men are among the dead, said Traffic Police Inspector (admin) Molla Taslim Hossain. Four of them have been identified so far as Shuvo Saha, 19, Mohammad Yeasin, 38, Hena Akhter, 18, and her brother-in-law Ramim. Four of the bodies were taken to Dhaka Medical College Hospital, Bachchu Mia, sub-inspector in-charge of the hospital’s police outpost, told The Daily Star. Hena, her husband Mijanur Rahman, and brother-in-law Ramim boarded the bus from Jajira area of Keraniganj, said Hena’s mother Jyotsna Begum.  She was taken to Madanpur Hospital in Naraynganj and was later shifted to Dhaka Medical College Hospital (DMCH) in the evening where doctors pronounced her dead around 6:15pm, said SI Bachchu. Her husband is among the injured admitted at the hospital, the SI added. Kajal Rani Saha, mother of deceased Shuvo, said that they boarded the bus from Kanchpur Bridge. Further details in this regard were awaited. ",None,None
102,The Daily Star,,,,,9,,,,https://www.thedailystar.net/country/5-killed-faridpur-road-accident-but-hit-auto-rickshaw-bhanga-1531201,"Road crashes kill 9 in Faridpur, Sunamganj ","10:04 AM, February 07, 2018 / LAST MODIFIED: 01:15 PM, February 07, 2018","Nine people were killed in separate road accidents in Faridpur and Sunamganj districts today. Of the total, five were killed in Faridpur while four in Sunamganj.  In Faridpur, a Gazipur-bound bus of Ema Paribahan from Khulna hit an auto-rickshaw in front of Brac office at Bhanga intersection around 6:45am, leaving its four passengers and driver dead on the spot. Three of the deceased were identified as Abul Sheikh, 30, son of Eskan Sheikh hailing from Panchkul village, Khaleda Begum, 35, wife of Shahidul Islam of the same village and Mizanur Rahamn, 40, son of Sattar Sheikh of Brahmankanda in Bhanga municipality of the district. Ezazuddin, officer-in-charge of Bhanga Highway Police Station, confirmed the incident when he was talking to our Faridpur correspondent. In another incident, four people died on spot as a bus rammed a private car near Pagla Bazar area of Dakshin Sunamganj upazila in the morning, said Habbibullah, additional superintendent of police. However, the identities of the deceased could not be known immediately. ",Nine people were killed in separate road accidents in Faridpur and Sunamganj districts today.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_6.jpg?itok=dYgiR4l0
