Newspaper Name,Published date,Header,Article,Newspaper Link
New Age BD,"May 02,2021",5 killed in Sylhet road accident,"The dead are Sadia Begum, 35, wife of Jamal Ahmad of Rupcheng village of Jaintapur, her four-month-old son Shahadat Hossain, seven-year-old daughter Sabia Begum, and sister-in-law Habibun Nessa, 33, and a CNG-run auto-rickshaw driver Hosen Ahmad, 35, of Pakhibil village in the same upazila, police said.Locals said that the accident took place at about 6:30am when a Jaflongbound speeding truck smashed into a CNG-run auto-rickshaw immediately after it reached the Sylhet-Tamabil Highway from Khewaghat area at the Jaintapur Bazar, leaving the auto-rickshaw driver and its passengers critically injured.The victims died on the spot while Sadia’s husband’s elder brother Md Zakaria, 50, and his wife Hasina Begum, 40, were badly injured, they said.Sadia along with her family members was going to her parents’ home at village Darbast at Jaintapur after receiving the news of the death of one of her cousins.Jaintapur police officer-in-charge Dastagir Ahmed confirmed New Age of the road mishap and said that the injured couple was sent to Sylhet Osmani Medical College Hospital.He said that the truck, which hit the auto-rickshaw, was seized from the spot but its driver managed to run away.‘The bodies of the victims were handed over to their relatives in the afternoon after the completion of post-mortem examinations at SOMCH,’ the officer said.More about:",https://www.newagebd.net/article/136868/5-killed-in-sylhet-road-accident
New Age BD,"May 01,2021",Two killed in road accidents in Dhaka,"One of the deceased, Al-Amin, 22, of village Taralia under Gosairhat in Shariatpur used to live in Niketan area in Dhaka. He used to work for foodpnda but lost his job few months ago due to Covid outbreak.The other deceased, Ziaur Rahman, 43, of Shanir Akhra in Dhaka was an employee of Amin Jewelers at Baitul Mukarram Market in the capital.DMCH police outpost in-charge Md Bachchu Mia, quoting the victim’s family members, said that motorcyclist Al-Amin was brought to the hospital at about 1:00am, about an hour after he was critically injured as he, along with his motorcycle, fell on road at Natun Bazar area in the city.He said that on-duty doctors declared Al-Amin dead sometimes after arrival.He said that Ziaur Rahman died at the hospital at about 3:00am on Saturday, about seven hours after he was critically injured when a car hit the rickshaw he was riding at Kajla area under Jatrabari police station at about 8:00pm on Friday.More about:",https://www.newagebd.net/article/136831/two-killed-in-road-accidents-in-dhaka
New Age BD,"Apr 28,2021",3 killed in Jhenaidah road accident,"The deceased are Tahura Khatun 25, wife of Fazlur Rahman of Fulhari village in Shailkupar, Tuhin, 28, son of Chhabur Ali of Gokulnagar village in the same upazila and Renu Khatun.Shailkupa police station officer-in-charge Jahangir Alam said that the accident took place when a private car hit a three-wheeler at Dudhsar in Shailkupa around 2:45pm, leaving Renu dead on the spot and six others injured.Members of the Shailkupa Fire Service rushed to the spot and admitted the injured to Jhenaidah Sadar Hospital where Tahura and Tuhin died. More about:",https://www.newagebd.net/article/136612/3-killed-in-jhenaidah-road-accident
New Age BD,"Apr 24,2021",Bangladesh’s 114 areas on roads accident-prone: report,"Among them, 51 areas, or 44.73 per cent, are extremely accident-prone while 63 other areas, or 55.26 per cent, and general accident prone areas, said the report of the Road Safety Foundation.The report was prepared based on news media reports in the past two years, said a press release of the organisation.All of these accident prone areas are under 46 districts of the country, the report also shows.The most accident-prone areas are – Dhamrai, airport road, Hanif Flyover, Badda-Kuril road in Dhaka, Singair in Manikganj, Dhaka-Aricha national highway, Kaliakoir in Gazipur, east and west portion of the Dhaka-Bangabandhu Bridge national highway, Kalihati and Mirzapur in Tangail, Kotiadi in Kishoreganj, Bhanga in Faridpur, Tekerhat and Kalkini in Madaripur, Moksudpur in Gopalganj, Goalanda-Rajbari regional highway, Rupganj in Narayanganj, Asian Expressway in Munshiganj, Brahmanpara in Cumilla, Hajiganj in Chandpur, Nabiganj and Sarail in Brahmanbaria, Ukhia in Cox’s Bazar, Thanchi in Bandarban, Putia in Rajshahi, Ullahpara in Sirajganj, Hatikumrul and Boraigram in Natore, Manda in Naogaon, Ishwardi and Santhia in Pabna, Sherpur in Bogura, Abhaynagar in Jashore, Kaliganj in Jhenaidah, Damurhuda in Chuadanga, Osmaninagar in Sylhet, Madhabpur in Habiganj, Gouranadi and Agoiljhara in Barishal, Doshmina in Patuakhali, Char Fashion in Bhola, Taraganj and Pirganj in Rangpur, Palashbari and Gobindaganj in Gaibandha, Kishoreganj in Nilphamari, Birganj in Dinajpur and Bhaluka, Phulpur and Tarakanda in Mymensingh.More about:",https://www.newagebd.net/article/136245/bangladeshs-114-areas-on-roads-accident-prone-report
New Age BD,"Apr 24,2021"," Two killed, one hurt in Natore road accident ","The deceased were identified as Khalilur Rahman and Belal.The accident took place in the morning, when the truck hit a motorbike with three riders, leaving two of them dead on the spot.The motorbike was heading towards Bogura from Natore, said Singra police sub-inspector Kishore Kumar Roy.The injured were taken to Singra Upazila Health Complex, he added.More about:",https://www.newagebd.net/article/136221/two-killed-one-hurt-in-natore-road-accident
New Age BD,"Apr 24,2021"," Woman, son die in road accident ","The woman, Safura Begum, 72, and her son Shafiqul Islam, 42, are residents of Shekolghona village under the upazila.Shafiqul’s daughter Raisa, 7, was injured in the incident.Tauhidul Islam, nephew of Shafiqul Islam, told journalists that the incident occurred at around 9:00am when a truck coming from opposite direction hit their motorbike on Jashore–Benapole Highway leaving the trio wounded seriously.They were rushed to Jashore General Hospital where Shafiqul died at noon and his mother in the afternoon. The child was undergoing treatment there.The hospital’s medical officer Amio Das confirmed the news.More about:",https://www.newagebd.net/article/136217/woman-son-die-in-road-accident
New Age BD,"Apr 19,2021",Three Bangladesh nationals killed in Oman road crash,"The deceased were identified as Md Jahed ,42, Absar ,45 and Salahuddin, hailing from different villages of Rangunia upazila in Chattogram.The three used to work at a curtain shop in Muscat, the capital of Oman.Rezaul Karim, the Bangladeshi owner of the shop, said that a private car carrying the trio skidded off the road after its driver lost control of the vehicle, leaving them dead.Deceased Jahed is the nephew of the owner.Officials of Bangladesh consulate in Muscat have assured that they will take necessary steps to ensure quick and hassle-free return of the bodies to Bangladesh, said Rezaul.More about:",https://www.newagebd.net/article/135799/three-bangladesh-nationals-killed-in-oman-road-crash
New Age BD,"Apr 19,2021",Four killed in Pabna road accidents,"Three people were killed and four others injured when a banana-laden pickup van overturned at Chargargari Alhaz intersection under Lakshmikunda union of Ishwardi upazila in Pabna at around 11:15pm on Sunday.The deceased were Abdul Jubbar Pramanik and Motiar Rahman of village Dadpur of Ishwardi upazila and Shukur Ali of Joypurhat district.Mohammad Asaduzzaman, officer-in-charge of Ishwardi police station, said the accident took place when the banana van from Chargargari was heading to Rooppur and overturned, leaving three died on the spot and four others critically injured.Police rescued the injured with the help of locals and sent them to Ishwardi Upazila Health Complex. Later, they were shifted to Pabna Medical College Hospital.In another incident, a pedestrian died after being hit by motorcycle at Joynagar area of Ishwardi upazila at around 10:30pm on Sunday.The identity of the deceased could not be known immediately, the OC said.All the bodies were sent to Pabna Medical College Hospital morgue for post-mortem examination on Monday morning.More about:",https://www.newagebd.net/article/135791/four-killed-in-pabna-road-accidents
New Age BD,"Apr 16,2021",Rickshaw-puller killed by garbage truck,"The victim was Md Mostafa, 40. His body was sent to Mitford Hospital.The injured passengers were undergoing treatment at the hospital.Agitated locals vandalised and torched the domestic waste-carrying vehicle.Jatrabari police station sub-inspector Abhijit Poddar said that the truck of the city corporation hit a rickshaw at Bibir Bagicha area of Jatrabari leaving the rickshaw-puller Mostafa spot dead around 8:30am.The agitated locals vandalised the vehicle, but the driver and other staff members managed to flee, police said. Police seized the truck.More about:",https://www.newagebd.net/article/135506/rickshaw-puller-killed-by-garbage-truck
New Age BD,"Apr 12,2021",409 pedestrians killed in January-March,"The major portion of the accidents, 53.51 per cent, was occurred when pedestrians were walking and the rest occurred when they were trying to cross the roads, said the report.The report was prepared on the basis of news coverage of accidents published in seven national daily newspapers, five online news portals and television channels, said a press release of the organisation on Monday.Among the victims 246 were men, 97 were children and 66 were women, the report said.Of the accidents, 61.8 per cent occurred due to reckless driving and 38.19 occurred due to negligence of the pedestrians.Of the victims, 55 per cent were killed after vehicles crushed them under the wheels followed by 44.97 per cent incidents of hitting the pedestrians to death. Trucks were involved in the highest 32.51 per cent cases of the accidents followed by covered van, pickup van, tractor-trolley, lorry involved in 19.8 per cent accidents, buses in 18.9 per cent, motorcycles in 10.75 per cent, three-wheeler vehicles like auto-rickshaws and easy bikes in 10.02 per cent, Nasimons, Karimons, Mahindras, Tomtoms and Alamsadhus in 4.4 per cent, while car, microbus, and jeep-like vehicles in 3.17 per cent accidents and by other vehicles 1.22 per cent accidents, it continued.In division wise statistics, the highest 33.72 per cent pedestrians were killed in Dhaka division and the lowest 4.7 per cent in Sylhet division while 15.29 per cent were killed in Rajshahi, 14.9 per cent in Chattogram, 9.8 per cent in Khulna, 8.62 per cent in Mymensingh, 6.66 per cent in Rangpur and 6.27 per cent in Barishal divisions. As per the report the highest 32.3 per cent of these victims aged between 26 to 50 years followed by 23.46 per cent aged between 3 to 10 years, 21.92 per cent aged between 51 to 70 years, 19.23 per cent aged between 11 to 25 years and 3.07 per cent aged more than 70 years.It also showed that 30.9 per cent of the accidents took place on national highways followed by 29.89 per cent on rural roads, 23.86 per cent on regional highways, 14.32 per cent on urban roads and one per cent on other roads.As per the report, 28.39 per cent of the accidents took place in the morning, 22.11 per cent in the afternoon, 20.1 per cent at noon, 14.82 per cent at night, 11.55 per cent in the evening and 3 per cent at dawn.The foundation recommended implementing the Road Transport Act 2018, bring all locally made vehicles under registration, training for drivers, freeing footpaths from grabbers and hawkers and conduct awareness campaign.More about:",https://www.newagebd.net/article/135181/409-pedestrians-killed-in-january-march
New Age BD,"Apr 10,2021",24 killed in western DR Congo road accident,"‘The accident happened on Thursday in Masamuna,’ said Willy Itsundal, governor of Kwilu province, adding that many of the casualties burned to death when the collision sparked a fire.‘Twenty-four people died,’ he said, adding that several more had been hospitalised.The crash occurred on Highway 1, between the capital Kinshasa and Kikwit.Itsundal listed high speed, overladen vehicles and drunk driving as among the main suspected causes of the accident.Jean Masini, head of traffic police at Masamuna, 13 kilometres from Kikwit, said one of the vehicles was a bus.‘There was a fire because the bus was carrying home-brewed alcohol and palm oil, which are inflammable products,’ he said.Accidents are frequent on the DRC’s poorly-maintained roads, and casualty tolls are often high because of overcrowded vehicles.In October 2019, 30 people died when a bus caught fire and ploughed into a home in Matadi, also in the country’s west.More about:",https://www.newagebd.net/article/134978/24-killed-in-western-dr-congo-road-accident
New Age BD,"Apr 07,2021",5 killed in road accidents,"The CNG-run auto-rickshaw driver was identified as Golam Mostafa, of Rampura area in Dhaka.The victim’s body was kept at Dhaka Medical College Hospital morgue for autopsy, said inspector Bachchu Mia of DMCH.Police seized the bus and detained its driver Jalal, 30, after the accident.In Habiganj, a local Bangladesh Chatra League leader was killed and two others were injured in a collision between a pickup van and a motorcycle in Madhobpur upazila of Habiganj on Wednesday afternoon.The deceased was identified as Md Shiphon Khan, vice-president of BCL Chunarughat municipality unit.Sub-inspector Md Saifur Rahman of Teliapara police outpost said that the accident occurred in front of Teliapara Tea Garden on Dhaka-Sylhet old highway.Shiphon Khan who along with his two other companions were travelling by the bike died on the spot. The injured were admitted to Madhobpur Upazila Health Complex.Police seized the pickup van but its driver fled away .In Rajshahi, three people, including a woman, were killed and another sustained injuries when a truck and a CNG-run auto-rickshaw collided head-on in Muraripur area on Rajshahi-Chapainawabganj highway under Paba upazila in the district on Wednesday.The deceased were identified as Abdus Sattar, 55, his wife Ferdousi Begum, 47, of Gasialpara village under Gomostapur upazila in Chapainawabganj and CNG driver Ansar Ali, 45, of Bagdas village of the same upazila.Raihan Shubho, 26, another passenger of the CNG, was undergoing treatment at Rajshahi Medical College Hospital with injuries.Officer-in-charge of Damkura police station Mahbub Hossain said that the truck driver and his assistant managed to escape soon after the accident.More about:",https://www.newagebd.net/article/134710/5-killed-in-road-accidents
New Age BD,"Apr 06,2021",Man killed in Ctg road accident,"The deceased was identified as Afsar Ali, 70, resident of Jungle Salimpur area in Sitakunda upazila, Baizid police sub-inspector Rupon Chowdhury of told New Age.The accident took place as a speedy microbus hit Afsar Ali while he was crossing the road in Asian University Gate area at about 9:30am, leaving him critically injured, the SI said.Afsar Ali's son Sajedul Islam told New Age that his father died from his injuries at Chattogram Medical College Hospital at about 10:00am.Afsar Ali used to work as a security guard at a company in Baizid area and he was returning his house in Jungle Salimpur area from his workplace, said Sajedul Islam.Md Shah Alam, assistant commissioner (Baizid zone) of Chattogram Metropolitan Police, told New Age that police seized the microbus and arrested its driver, Md Mainuddin, 28, after the accident.More about:",https://www.newagebd.net/article/134594/man-killed-in-ctg-road-accident
New Age BD,"Apr 05,2021",513 killed in road accidents in March: report,"In March, 19 others were killed and six others injured in 15 railways accidents while two others were killed and eight others injured in two waterways accidents, said the report.The report was prepared on the basis of news coverage of accidents published in seven national daily newspapers, five online news portals and television channels, said a press release of the organisation on Monday.Of the fatal victims of the road accidents, 26.51 per cent victims were pedestrians and 15.98 per cent were transport workers.Of the fatal victims, 147 were motorcyclists and pillion riders, 81 were three-wheeler vehicle passengers, 51 were passengers of trucks, pickup vans, tractors and trolleys, 50 were car and microbus passengers, 30 were bus passengers and 18 were bicyclists and locally-made vehicle passengers.Among the killed, 78 were women and 63 were children.The report also said that the highest number of the fatal accidents occurred in Dhaka division and fewest accidents took place in Barishal.Motorcycles were involved in the highest, 144, cases of the accidents followed by trucks in 126 accidents, auto-rickshaws, human haulers in 117 accidents, buses in 74 accidents, locally-made engine-run vehicles in 47 accidents, pickup vans in 37 accidents, covered vans in 21 accidents, trolleys in 20 accidents, cars in 17 accidents, tractors in 16 accidents and microbuses in 15 accidents, it continued.It also showed that 42 per cent of the accidents took place on national highways followed by 28 per cent on regional highways, 17.84 per cent on rural roads and 8.8 per cent on urban roads.And 33 per cent of the accidents took place in the morning, 20.53 per cent in the afternoon, 19.31 at night, 17.6 per cent in the noon, 4.88 per cent in the evening and 4.64 per cent at dawn.More about:",https://www.newagebd.net/article/134521/513-killed-in-road-accidents-in-march-report
New Age BD,"Apr 05,2021",21 cops injured in Brahmanbaria road accident,"Mozammel Haque Chowdhury, additional superintendent of Sadar circle police, said that the accident occurred early in the morning when a bus of Econo Paribahan hit the police van carrying 21 cops, leaving them injured.Among the injured, seven policemen were sent to Sadar General Hospital as their condition were stated to be critical.The policemen met the incident while returning to their respective police stations after performing their duties.Police arrested the bus driver and its assistant from the spot.More about:",https://www.newagebd.net/article/134516/21-cops-injured-in-brahmanbaria-road-accident
New Age BD,"Apr 05,2021",Two people killed in Rajshahi road accident,"The deceased were identified as Abdus Samad, 60, a farmer of Sultanpur in Natore and Shahidul Islam, 45.The accident occurred around 6:30am when the Rajshahi-bound truck hit the garlic-laden van, leaving the van puller and a passenger dead on the spot, said officer-in-charge of Paba Highway police station Litfur Rahman.Police could not arrest the driver and the helper of the truck as they managed to flee the scene leaving the truck.On information, police recovered the bodies and sent those to local hospital for post-mortem examinations.More about:",https://www.newagebd.net/article/134515/two-people-killed-in-rajshahi-road-accident
New Age BD,"Apr 05,2021"," 7 killed in Nawabganj, Cumilla road accidents ","One of the deceased was identified as auto-rickshaw driver Uzzal, 27,of Mugarchar of Keraniganj and the identities of three auto-rickshaw passengers, aged between 25 to 40 years, could not be known yet.The accident took place as a covered van of Butter Bond company hit a CNG-run auto-rickshaw from behind near Tulshikhani bridge at about 7:00am, said highway police.The covered van managed to flee after the incident.Witnesses said the unidentified victims came here from Rangpur to work as farm labourer.Hearing the news over enforcement of lockdown, they were returning to their village, he said.Nawabganj police said that Srinagar police would take necessary steps as the accident occurred in Srinagar area.In Cumilla, three people were killed as a truck hit a battery-run auto-rickshaw in Palpara area of sadar upazila on Sunday.The deceased were identified as Helal Mia, 60, Matin Mia, 65, and Abdul Kader, 70.Officer-in-charge of Kotwali police station Md Anwarul Haque said that the truck hit the Mainamati-bound auto-rickshaw at about 9:30am, leaving its two passengers dead on the spot and injuring some others.Later, one of the injured passengers died on way to a hospital.More about:",https://www.newagebd.net/article/134482/7-killed-in-nawabganj-cumilla-road-accidents
New Age BD,"Apr 04,2021"," 11 killed, 19 injured in China highway collision ","The accident happened in the early hours, with the lorry crossing the central divider in the middle of a highway in the eastern province of Jiangsu and colliding with a bus travelling in the opposite direction, causing the bus to overturn.The crash also caused two other lorries driving behind the bus to roll over as they attempted to avoid the accident, according to a statement by the traffic management bureau of China’s Ministry of Public Security, which is investigating the crash.The passenger bus was travelling between Shanghai and Jiangsu, the official Xinhua News Agency said.Speeding, dangerous passing, poorly maintained vehicles and fatigued drivers are most often the cause of serious traffic accidents in China.In 2019, there were nearly 248,000 traffic accidents with nearly 63,000 deaths, according to the National Bureau of Statistics.More about:",https://www.newagebd.net/article/134419/11-killed-19-injured-in-china-highway-collision
New Age BD,"Apr 04,2021",Four killed in Dhaka road accident,"One of the deceased was identified as auto-rickshaw driver Uzzal, 27, of Mugarchar of Keraniganj, and identities of three auto-rickshaw passengers, aged between 25 to 40 years, could not be known yet.The accident took place as a covered van hit the CNG-run auto-rickshaw from behind near Tulshikhani bridge at around 7:00am, said the highway police.The covered van managed to flee after the accident.Witnesses say the unidentified victims were from Rangpur to work as farm labourer.Hearing the news over enforcement of lockdown, they were returning to their village, they said.Nawabganj police said Srinagar police would take necessary steps as the accident occurred in Srinagagar area. More about:",https://www.newagebd.net/article/134417/four-killed-in-dhaka-road-accident
New Age BD,"Apr 02,2021"," Man, daughter killed in Pabna road accident  ","The deceased were identified as Alamgir Hossain, 42, and his daughter Sinha, 6, of village Char Atashtoshpur of Pabna Sadar upazila.Police and witnesses said that Alamgir Hossain parked his motorcycle by the side of the road and began to talk over his mobile phone at about 10:00am when a sand laden track hit their motorcycle from the back, leaving the two dead on the spot and Alamgir’s wife injured.Local people seized the truck but its driver and his assistant managed to flee.Pabna Sadar police officer-in-charge Nasim Ahmed said that they recovered the bodies from the spot and sent those to Pabna Medical College Hospital morgue for post-mortem examinations.Alamgir’s wife Nasrin Khatun was admitted to PMCH for treatment.More about:",https://www.newagebd.net/article/134256/man-daughter-killed-in-pabna-road-accident
New Age BD,"Mar 31,2021",Mexican charged with smuggling migrants killed in road accident,"A Mexican man accused of smuggling into the United States 13 immigrants who died in a horrific car crash near the border this month has been arrested and charged with federal crimes, prosecutors said Tuesday.The SUV crash — when a packed vehicle collided with a truck in California after crossing the frontier on March 2 — made global headlines, and came amid a fresh surge of migrants attempting to enter the country from Mexico and Central America.Jose Cruz Noguez was taken into custody while entering the US Monday after being identified to law enforcement by another suspected smuggler, prosecutors said in a statement.‘These smuggling networks seek maximum profit by moving as many people as possible across the border with zero regard for their safety and well-being,’ said acting US attorney Randy Grossman.‘Cramming dozens of people into eight-passenger vehicles and driving recklessly to avoid detection shows an utter disregard for human life.’Cruz, a US resident, is accused of orchestrating the chain of events that led to the migrants’ deaths, from the cutting of the border fence and the packing of a Ford Expedition with 25 people to the hiring of two drivers.As well as the fatal crash, a second car was found broken down and in flames by border patrol agents on March 2, who located another 19 individuals hiding in the brush nearby who had entered the US through the fence.The associate who identified Cruz to authorities after being arrested for a separate smuggling incident said Cruz had offered him $1,000 per passenger to drive the ill-fated crash vehicle, but he declined.A phone call between the two in which Cruz confirmed his involvement in the March 2 smuggling event was secretly recorded, authorities said.Cruz is accused of overseeing the transportation of illegal immigrants to stash houses within the US, collecting smuggling payments from family members or sponsors, recruiting drivers and scouting for the presence of law enforcement. He remains in custody following his El Centro, California court hearing, and will face a preliminary hearing next month.More about:",https://www.newagebd.net/article/134060/mexican-charged-with-smuggling-migrants-killed-in-road-accident
New Age BD,"Mar 28,2021",One killed in Sirajganj road accident,"The deceased was identified as Madan Chouhan, 45 resident of village Talo of Dupchachia upazila in Bogura.Shahjahan Ali, officer-in-charge of Hatikumrul Highway police station, said that a poultry feed-laden truck from Bogura hit the Narsingdi-bound clothes-laden truck after burst of one of its wheels.The pultry-feed laden truck caught fire after the collision, leaving the truck driver dead on the spot and another injured.On information, a firefighting unit rushed to the spot and took the fire under control.The injured victim was taken to a local hospital.A case was filed in this connection.More about:",https://www.newagebd.net/article/133872/one-killed-in-sirajganj-road-accident
New Age BD,"Mar 28,2021"," Three people killed, four injured in Ctg road accident ","The deceased were identified as Shah Alam, 41, Md Ayas, 40, and Md Jahangir, 30. They all were residents of Ukhiya upazila in Cox's Bazar, said Md Abdur Rab, officer-in-charge of Dohazari Highway police station.The accident took place as a Cox's Bazar-bound Noah hit a truck, parked beside the road, from back after its drive lost control over the gear at about 3:00am in front of Padua union parishad office at Lohagara upazila, he said.The accident left Shah Alam dead on the spot while Ayas and Jahangir were declared dead at Chakaria hospital in the morning while undergoing treatment, he added.The injured were undergoing treatment at Chakaria and Cox's Bazar hospital, the OC said.More about:",https://www.newagebd.net/article/133866/three-people-killed-four-injured-in-ctg-road-accident
New Age BD,"Mar 26,2021",17 killed in Rajshahi road accident,"The deceased include two children, four women and five men. Identities of the victims could not be known immediately.Six of the injured were sent to a local hospital in a critical state, said Rajshahi Fire Service and Civil Defence senior station officer Abdur Rouf.Witnesses said that a Dhaka-bound bus of Hanif Paribahan collided head-on with a Rajshahi-bound microbus and a human hauler leaving at least nine people killed on the spot.After the collision, the microbus caught fire, leaving all inside it dead.More about:",https://www.newagebd.net/article/133747/17-killed-in-rajshahi-road-accident
New Age BD,"Mar 26,2021"," At least two killed, nine hurt in Gaibandha road accident ","The deceased were identified as Mohon Mia and Firoz Kabir of Sonatola upazila.Gobindaganj police officer-in-charge Mehedi Hasan said that some 10-15 people were on their way to Rangpur for a picnic by the bus. The accident took place at about 11:00am.‘The bus overturned after its driver lost control of the vehicle after hitting a CNG-run auto-rickshaw. The two were killed on the spot,’ the OC said.Road accidents in Bangladesh continue to claim hundreds of lives every year.At least 484 people were killed and 673 injured in 427 road accidents in January this year.According to Road Safety Foundation the accident rate increased by 25.58 per cent and fatalities by 8.76 per cent in January this year compared to the same period in the last year.At least 445 lives were lost in 340 road accidents in January 2020, according to RSF.In a report released in February 2020, the World Bank said Bangladesh needs to invest an estimated extra $7.8 billion over the next decade to halve its road crash fatalities.The report attributed the high death rate on Bangladesh's roads to lack of investments in systemic, targeted, and sustained road safety programmes.More about:",https://www.newagebd.net/article/133744/at-least-two-killed-nine-hurt-in-gaibandha-road-accident
New Age BD,"Mar 26,2021"," Four, including two minors, killed in Ctg road accident ","The incident took place at about 8:00pm in the Kalugotta area of Chandraghona-Kadamtali union in Rangunia.The deceased were identified as Daisy Dutt, 35, Abul Kalam, 7, Md Akbar Hossain, 25, and Adrish Souma.Rangunia police station officer-in-charge Mahabub Milki said the two CNG-run autorickshaws collided with a Chattogram-bound truck from Chandraghona area of Rangamati at Balugutta. Four passengers were taken to Chattogram Medical College Hospital in critical condition and the on-duty doctors declared them dead.He added that the bodies were kept at the morgue of the hospital and the injured were undergoing treatment.More about:",https://www.newagebd.net/article/133729/four-including-two-minors-killed-in-ctg-road-accident
New Age BD,"Mar 23,2021",13 die in India road accident,"The accident occurred in Madhya Pradesh’s princely city of Gwalior, some 400 kilomitres from state capital Bhopal, this morning.‘The bus was travelling at high speed and its driver failed to spot the auto-rickshaw coming from the opposite direction, leading to the fatal crash,’ Gwalior police chief Amit Sanghi told the media.While eight of the 12 women—all temporary cooks at a local government health centre—  and the auto-rickshaw driver died on the spot, four succumbed to their injuries on the way to a nearby hospital, the police chief said.‘Passengers travelling in the bus, which was headed to Morena district from Gwalior, escaped unhurt,’ he added.Indian president Ram Nath Kovind, prime minister Narendra Modi and Madhya pradesh chief minister Shivraj Singh Chouhan expressed grief at the loss of lives. Modi has also announced compensation for the families of the victims.‘PM @narendramodi has approved an ex-gratia of Rs 2 lakh each from Prime Minister’s National Relief Fund for the next of kin of those who have lost their lives due to the unfortunate accident in Gwalior, MP,’ the Prime Minister’s Office tweeted later in the day.More about:",https://www.newagebd.net/article/133499/13-die-in-india-road-accident
New Age BD,"Mar 23,2021"," 19 killed, 34 injured in Nigerian road crash: official ","The accident occurred on Sunday evening on a highway linking Kaduna to the Nigerian capital Abuja.A total of 53 people were involved in the crash. Sixteen of them died on the spot, with three others later confirmed dead, said Kaduna state internal affairs commissioner Samuel Aruwan in a statement. He said that 34 people were seriously injured and in hospital.Aruwan said the crash ‘was caused by a combination of speeding and an exploding tyre, leading to a loss of control which caused the vehicle to veer into the bush.’He said that the passengers had boarded the truck in the commercial hub of Lagos and were heading to northern city of Kano.Accidents are common on Nigerian roads, typically caused by reckless driving, speeding, over-loading or lack of maintenance.Sixteen people were killed in August last year when a truck lost control in heavy rain and rammed into four vehicles carrying supporters of Zamfara state governor Bello Matawalle.More about:",https://www.newagebd.net/article/133485/19-killed-34-injured-in-nigerian-road-crash-official
New Age BD,"Mar 21,2021"," At least 14 people killed, 30 injured in Sri Lanka road accident ",A police spokesman told Xinhua that the bus skidded off the road and plunged down a precipice at the 13th milepost on the Moneragala-Badulla road.The accident was caused by negligence of the driver.The deceased included nine men including the driver of the bus and five female passengers.The injured have been admitted to nearby state hospitals.An investigation is underway.More about:,https://www.newagebd.net/article/133330/at-least-14-people-killed-30-injured-in-sri-lanka-road-accident
New Age BD,"Mar 21,2021",Eight killed in Madhukhali road accident,"All the victims are passengers of the microbus.Besides, three other people were killed in two other road accidents in Faridpur and Chattogram on the day.The deceased in the Majhkandi accident are Abbas Uddin, 55, Jashoda Begum, 60, Nazrul Islam, 50, Kuti Begum, 40, Amena Begum, 55, Morium Begum, 24, Jewel Hasan, 32, and six-month-old Md Mojahid.They were residents of different places of Maheshpur upazila in Jhenaidah, sub-inspector Ebrahim Khalil, duty officer of the Karimpur highway police, told New Age.The Majhkandi point of the highway is also under the Karimpur highway police.Ebrahim said that the accident occurred at about 7:00am when the truck hit the Dhaka-bound microbus from Magura, leaving Abbas and Jashoda dead on the spot and 14 others injured.He said that they, on information, rushed to the spot and the police as well as rescuers of the Madhukhali fire service and civil defence rescued the injured ones from the smashed microbus and rushed them to Faridpur Medical College Hospital where six of them died.He said that the injured people were still under treatment in the hospital.The police officer said that they seized the truck but its driver and helper fled.In Bhanga upazila of the district, two students, Shakil Khan and Naimur Rahman, both aged around 20, were killed when a private car hit their motorcycle at Biswaroad  early Sunday, Bhanga highway police station officials said.New Age correspondent in Chattogram, quoting sub-inspector Md Safar Uddin of the Raozan highway police station, reported that a motorcyclist, Abdul Khalek, 37, from Hathazari upazila in Chattogram, was killed while his motorcycle collided head-on with a covered van at about 2:00pm on Sunday.More about:",https://www.newagebd.net/article/133328/eight-killed-in-madhukhali-road-accident
